name,onlineorder,booktable,rate,location,cuisines,cost,type,city,Mean Rating
Jalsa,TRUE,TRUE,41,Banashankari,North Indian Mughlai Chinese,800,Dineout,Banashankari,399
VinnyS,TRUE,TRUE,42,Banashankari,Pizza Italian Continental Desserts,800,Dineout,Banashankari,387
Jcubez,FALSE,TRUE,38,Banashankari,Finger Food,13,Dineout,Banashankari,358
Gustoes Beer House,FALSE,FALSE,41,Banashankari,Continental Italian Mexican North Indian Chinese Steak,12,Dineout,Banashankari,397
Penthouse Cafe,TRUE,FALSE,4,Banashankari,Cafe Italian Continental,700,Dineout,Banashankari,384
Spice Elephant,TRUE,FALSE,41,Banashankari,Chinese North Indian Thai,800,Dineout,Banashankari,397
Smacznego,TRUE,FALSE,42,Banashankari,Cafe Mexican Italian Momos Beverages,550,Dineout,Banashankari,41
Cafe Down The Alley,TRUE,FALSE,41,Banashankari,Cafe,500,Dineout,Banashankari,397
Cafe Shuffle,TRUE,TRUE,42,Banashankari,Cafe Italian Continental,600,Dineout,Banashankari,41
The Coffee Shack,TRUE,TRUE,42,Banashankari,Cafe Chinese Continental Italian,500,Dineout,Banashankari,41
Peppy Peppers,FALSE,FALSE,42,Banashankari,Italian North Indian Mexican,800,Dineout,Banashankari,41
Anna Kuteera,TRUE,FALSE,4,Banashankari,South Indian North Indian Chinese,450,Dineout,Banashankari,367
Szechuan Dragon,TRUE,FALSE,42,Banashankari,Chinese Thai Momos,600,Dineout,Banashankari,392
1947,FALSE,TRUE,4,Banashankari,North Indian Chinese,850,Dineout,Banashankari,387
CafEleven,FALSE,FALSE,4,Banashankari,Cafe Continental,450,Dineout,Banashankari,384
Thamboola,TRUE,FALSE,39,Banashankari,North Indian Chinese Continental,800,Dineout,Banashankari,368
San Churro Cafe,TRUE,FALSE,38,Banashankari,Cafe Mexican Italian,800,Dineout,Banashankari,358
Cafe Vivacity,TRUE,FALSE,38,Banashankari,Cafe,650,Dineout,Banashankari,358
Chung Wah,TRUE,FALSE,39,Banashankari,Chinese Momos Thai Vietnamese,900,Dineout,Banashankari,364
Vietnamese Kitchen,TRUE,FALSE,36,Banashankari,Vietnamese,700,Dineout,Banashankari,374
CatchUpIno,TRUE,FALSE,39,Banashankari,Cafe Fast Food Continental Chinese Momos,800,Dineout,Banashankari,371
KirthiS Biryani,TRUE,FALSE,38,Banashankari,Chinese Cafe Italian,700,Dineout,Banashankari,358
T3H Cafe,FALSE,FALSE,39,Banashankari,Cafe Italian American,300,Dineout,Banashankari,371
Srikrishna Bhavan,TRUE,FALSE,38,Banashankari,South Indian North Indian Chinese,300,Dineout,Banashankari,358
Dal Tadkaa,TRUE,FALSE,25,Banashankari,North Indian,500,,,
The Vintage Cafe,TRUE,FALSE,3,Banashankari,Cafe French North Indian,400,Dineout,Banashankari,255
Green Gardenia,TRUE,FALSE,38,Banashankari,North Indian Chinese,700,Dineout,Banashankari,358
Kadala Tarangaa,TRUE,FALSE,36,Banashankari,Mangalorean Seafood North Indian,600,Dineout,Banashankari,332
Vi RaS Bar And Restaurant,FALSE,FALSE,33,Banashankari,South Indian North Indian Chinese,800,Dineout,Banashankari,294
Nandhini Deluxe,FALSE,FALSE,26,Banashankari,North Indian,600,Dineout,Banashankari,3
J Spice,TRUE,FALSE,38,Banashankari,North Indian Chinese,750,Dineout,Banashankari,358
Swadesh Tadka,TRUE,FALSE,35,Banashankari,North Indian Chinese Beverages,600,Dineout,Banashankari,319
IyerS Tiffin Centre,FALSE,FALSE,38,Banashankari,South Indian Chinese,150,Dineout,Banashankari,358
Darbar,FALSE,FALSE,3,Banashankari,North Indian Chinese,800,Dineout,Banashankari,255
Beijing Bites,FALSE,FALSE,27,Banashankari,Chinese Thai,850,Dineout,Banashankari,337
The Pizzeria,TRUE,FALSE,28,Banashankari,Pizza Italian Salad,800,Dineout,Banashankari,229
As On Fire,TRUE,FALSE,35,South Bangalore,Pizza Fast Food BBQ,400,Dineout,Banashankari,334
Pizza Hut,TRUE,FALSE,37,Banashankari,Pizza Fast Food,750,Dineout,Banashankari,304
New Prashanth Hotel,TRUE,FALSE,39,Banashankari,Biryani North Indian Seafood Andhra,650,Dineout,Banashankari,328
Taaza Thindi,FALSE,FALSE,47,Banashankari,South Indian,100,Dineout,Banashankari,474
Ayodhya Upachar,TRUE,FALSE,43,Banashankari,South Indian North Indian Chinese Street Food,200,Dineout,Banashankari,423
Roving Feast,FALSE,FALSE,4,Banashankari,Italian Continental Fast Food Chinese Momos,450,Dineout,Banashankari,384
Kfc,TRUE,FALSE,38,Banashankari,Burger Fast Food,450,Dineout,Banashankari,339
Gama Gama,TRUE,FALSE,39,Banashankari,South Indian,200,Dineout,Banashankari,371
McdonaldS,TRUE,FALSE,39,Banashankari,Burger Fast Food,500,Dineout,Banashankari,329
Sri Laxmi Venkateshwara Coffee Bar,FALSE,FALSE,44,Banashankari,South Indian,100,Dineout,Banashankari,435
Messy Bowl,FALSE,FALSE,38,Banashankari,Fast Food Beverages,500,Dineout,Banashankari,345
Janahaar,TRUE,FALSE,38,Banashankari,South Indian,100,Dineout,Banashankari,358
Chumma Delicious,TRUE,FALSE,37,Banashankari,South Indian Fast Food,200,Dineout,Banashankari,345
Bengaluru Coffee House,TRUE,FALSE,41,Banashankari,South Indian North Indian Chinese Street Food,300,Dineout,Banashankari,397
Foodiction,TRUE,FALSE,28,Banashankari,North Indian Fast Food Chinese Burger,500,,,
The Biryani Cafe,FALSE,FALSE,41,Banashankari,Biryani Chinese Kebab,300,Dineout,Banashankari,397
Addhuri Udupi Bhojana,FALSE,FALSE,37,Banashankari,South Indian North Indian,300,Dineout,Banashankari,345
Subway,TRUE,FALSE,37,Banashankari,Salad Fast Food,600,Dineout,Banashankari,31
Hotel Mangala,FALSE,FALSE,39,Banashankari,South Indian,250,Dineout,Banashankari,371
Slv Swadishta,FALSE,FALSE,38,Banashankari,South Indian,300,Dineout,Banashankari,358
Upahar Sagar,FALSE,FALSE,38,Banashankari,South Indian Chinese North Indian,350,Dineout,Banashankari,358
DominoS Pizza,TRUE,FALSE,39,Banashankari,Pizza Fast Food,800,Dineout,Banashankari,332
New Sagar Fast Food,FALSE,FALSE,36,Banashankari,North Indian South Indian,250,Dineout,Banashankari,332
Chicken Hunt,TRUE,FALSE,35,Banashankari,South Indian North Indian Chinese Biryani,350,Dineout,Banashankari,319
Pizza Stop,TRUE,FALSE,3,Banashankari,Pizza Italian,600,Dineout,Banashankari,334
Faasos,TRUE,FALSE,42,Banashankari,North Indian Biryani Fast Food,500,Dineout,Banashankari,376
Rasoi,TRUE,FALSE,33,Banashankari,North Indian Chinese,300,Dineout,Banashankari,294
Slv Refreshment,FALSE,FALSE,41,Banashankari,South Indian,100,Dineout,Banashankari,397
Chatar Patar,FALSE,FALSE,37,Banashankari,Fast Food Street Food,300,Dineout,Banashankari,343
KidambiS Kitchen,FALSE,FALSE,35,Banashankari,South Indian,300,Dineout,Banashankari,317
Tandoori Knight,TRUE,FALSE,3,Banashankari,North Indian Chinese Biryani Kebab,450,Dineout,Banashankari,255
Utsav,TRUE,FALSE,37,Banashankari,North Indian Street Food,200,Dineout,Banashankari,345
Mane Thindi,FALSE,FALSE,37,Banashankari,South Indian,200,Dineout,Banashankari,345
Juicy Momos,TRUE,FALSE,35,Banashankari,Tibetan Momos,250,Dineout,Banashankari,321
Donne Biriyani House,TRUE,FALSE,39,Banashankari,South Indian North Indian Chinese Biryani,400,Dineout,Banashankari,36
Matru Sagar,TRUE,FALSE,36,Banashankari,South Indian North Indian Chinese,250,Dineout,Banashankari,363
Kavali,FALSE,FALSE,4,Banashankari,South Indian Street Food,300,Dineout,Banashankari,384
BuntS Biriyani Palace,TRUE,FALSE,3,Banashankari,North Indian South Indian Chinese Biryani Seafood,400,Dineout,Banashankari,255
Ranganna Military Hotel,FALSE,FALSE,42,Jayanagar,South Indian Biryani,350,Dineout,Banashankari,41
Roti Ghar,TRUE,FALSE,39,Basavanagudi,North Indian Chinese South Indian,500,Dineout,Banashankari,371
Grand Village,FALSE,FALSE,38,Basavanagudi,North Indian Rajasthani,600,Dineout,Banashankari,358
Vidyarthi Bhavan,FALSE,FALSE,44,Basavanagudi,South Indian,150,,,
Bharjari Oota,FALSE,FALSE,39,Basavanagudi,South Indian,350,Dineout,Banashankari,371
Gokul Veg,TRUE,FALSE,38,Basavanagudi,North Indian Chinese Beverages,750,Dineout,Banashankari,358
Slv Corner Restaurant,TRUE,FALSE,41,Basavanagudi,South Indian Chinese North Indian Street Food Rolls Juices,550,Dineout,Banashankari,397
Timepass Dinner,TRUE,FALSE,38,Basavanagudi,North Indian,600,Dineout,Banashankari,358
Baisakhi,TRUE,FALSE,38,Basavanagudi,North Indian,500,Dineout,Banashankari,358
Eat Repeat,TRUE,FALSE,39,Basavanagudi,South Indian,150,Dineout,Banashankari,371
Sri Guru Kottureshwara Davangere Benne Dosa,TRUE,FALSE,41,Basavanagudi,South Indian,150,Dineout,Banashankari,397
SrinathjiS Cafe,FALSE,FALSE,38,Basavanagudi,North Indian Cafe Chinese Fast Food,550,Dineout,Banashankari,358
Soho Bar  Grill,FALSE,FALSE,27,Basavanagudi,North Indian Chinese Thai,11,Dineout,Banashankari,216
KollapuriS,FALSE,FALSE,39,Basavanagudi,South Indian Mangalorean,450,Dineout,Banashankari,352
Bhavani Restaurant,FALSE,FALSE,39,Basavanagudi,South Indian North Indian Chinese,300,Dineout,Banashankari,371
Puliyogare Point,TRUE,FALSE,42,Basavanagudi,South Indian,100,Dineout,Banashankari,41
Zephyr,FALSE,FALSE,39,Basavanagudi,Italian Continental,650,Dineout,Banashankari,371
Redberrys,TRUE,FALSE,4,Basavanagudi,Cafe Italian,600,Dineout,Banashankari,384
Hotel Dwarka,FALSE,FALSE,42,Basavanagudi,South Indian,250,Dineout,Banashankari,41
MaArya Family Restaurant,FALSE,FALSE,37,Basavanagudi,Biryani South Indian North Indian Chinese Andhra,600,Dineout,Banashankari,345
A2B  Adyar Ananda Bhavan,TRUE,FALSE,38,Mysore Road,South Indian Fast Food Street Food,400,Dineout,Banashankari,282
RagooS,TRUE,FALSE,39,Jayanagar,Italian Pizza North Indian Salad,800,Dineout,Banashankari,371
Imperial Restaurant,TRUE,FALSE,37,Mysore Road,North Indian Chinese Biryani Beverages,750,Dineout,Banashankari,35
Udupi Sri Krishna Bhavan,FALSE,FALSE,41,Basavanagudi,South Indian,600,Dineout,Banashankari,397
Curry Leaves,TRUE,FALSE,41,Basavanagudi,Andhra North Indian Chinese,800,Dineout,Banashankari,372
Goli Vada Pav No 1,TRUE,FALSE,37,Basavanagudi,Street Food,200,Dineout,Banashankari,328
Ice Thunder,FALSE,FALSE,38,Basavanagudi,South Indian Fast Food North Indian Desserts,300,Dineout,Banashankari,358
South Kitchen,TRUE,FALSE,43,Basavanagudi,South Indian,100,Dineout,Banashankari,423
Upahara Darshini,FALSE,FALSE,42,Basavanagudi,South Indian,150,Dineout,Banashankari,381
Mahalaxmi Tiffin Room,FALSE,FALSE,41,Basavanagudi,South Indian,100,Dineout,Banashankari,397
Sandwichwallas,TRUE,FALSE,4,Basavanagudi,Fast Food,200,Dineout,Banashankari,374
Udupi Grand,TRUE,FALSE,38,Basavanagudi,South Indian North Indian Chinese,300,,,
Castle Rock,TRUE,FALSE,36,Uttarahalli,North Indian Chinese,700,Dineout,Banashankari,332
Kamat Bugle Rock,TRUE,FALSE,39,Basavanagudi,South Indian Fast Food,300,Dineout,Banashankari,371
Basavanagudi Mylari,FALSE,FALSE,4,Basavanagudi,South Indian,300,Dineout,Banashankari,384
Rs Shiv Sagar,FALSE,FALSE,37,Basavanagudi,North Indian Chinese South Indian Fast Food Juices,450,Dineout,Banashankari,38
Pramukh Family Restaurant,FALSE,FALSE,39,Basavanagudi,North Indian Chinese Mughlai,700,Dineout,Banashankari,371
Chaatimes,TRUE,FALSE,38,Basavanagudi,Street Food Fast Food,200,Dineout,Banashankari,34
Vybhava,FALSE,FALSE,38,Jayanagar,South Indian North Indian,250,Dineout,Banashankari,358
Shree Venkateshwara North Karnataka Hotel,FALSE,FALSE,4,Basavanagudi,South Indian,200,Dineout,Banashankari,384
Harshi Super Sandwich,FALSE,FALSE,38,Basavanagudi,Fast Food Street Food,150,Dineout,Banashankari,358
Belly Squad Food Truck,FALSE,FALSE,38,South Bangalore,Chinese Rolls Biryani Momos,300,Dineout,Banashankari,358
Jcubez,FALSE,TRUE,38,Banashankari,Finger Food,13,Drinks  nightlife,Banashankari,358
Gustoes Beer House,FALSE,FALSE,41,Banashankari,Continental Italian Mexican North Indian Chinese Steak,12,Drinks  nightlife,Banashankari,397
Vi RaS Bar And Restaurant,FALSE,FALSE,33,Banashankari,South Indian North Indian Chinese,800,Drinks  nightlife,Banashankari,294
Darbar,FALSE,FALSE,3,Banashankari,North Indian Chinese,800,Drinks  nightlife,Banashankari,255
Soho Bar  Grill,FALSE,FALSE,27,Basavanagudi,North Indian Chinese Thai,11,Drinks  nightlife,Banashankari,216
Deja Vu Resto Bar,TRUE,TRUE,44,Bannerghatta Road,North Indian Italian,900,,,
Fattoush,TRUE,TRUE,42,Bannerghatta Road,Arabian Biryani Chinese Middle Eastern Fast Food North Indian Mughlai Seafood,1,Buffet,Bannerghatta Road,41
Empire Restaurant,TRUE,FALSE,43,Bannerghatta Road,North Indian Mughlai South Indian Chinese,750,Buffet,Bannerghatta Road,389
Abhiruchi Hotel,TRUE,FALSE,33,Bannerghatta Road,Andhra Biryani North Indian Chinese,550,Buffet,Bannerghatta Road,313
Barbeque Nation,FALSE,TRUE,47,JP Nagar,North Indian European Mediterranean BBQ Kebab,16,Buffet,Bannerghatta Road,452
Sattvam,FALSE,FALSE,43,JP Nagar,North Indian South Indian,12,Buffet,Bannerghatta Road,425
24Th Main,FALSE,TRUE,41,JP Nagar,North Indian South Indian Chinese,800,Buffet,Bannerghatta Road,397
Zaitoon,TRUE,TRUE,41,JP Nagar,BBQ Arabian Chinese North Indian Desserts,1,Buffet,Bannerghatta Road,402
Oye Amritsar,TRUE,TRUE,38,JP Nagar,North Indian,1,Buffet,Bannerghatta Road,379
Melt  Eden Park,TRUE,TRUE,4,JP Nagar,North Indian Chinese Thai Mughlai Seafood,1,Buffet,Bannerghatta Road,384
Spice Code,FALSE,TRUE,4,JP Nagar,South Indian North Indian Chinese Biryani,1,Buffet,Bannerghatta Road,374
The Onyx  The Hhi Select Bengaluru,FALSE,FALSE,33,JP Nagar,North Indian Chinese Continental,950,,,
Sankranthi Veg Restaurant,TRUE,FALSE,3,BTM,South Indian North Indian Chinese,600,Buffet,Bannerghatta Road,255
Cafe Kabana,FALSE,TRUE,4,Bannerghatta Road,Cafe Continental,700,Cafes,Bannerghatta Road,384
Butterly,TRUE,FALSE,39,Bannerghatta Road,Cafe Bakery Beverages,450,Cafes,Bannerghatta Road,371
Black Mug Cafe,TRUE,FALSE,37,Bannerghatta Road,Cafe,300,Cafes,Bannerghatta Road,345
Refuel,TRUE,FALSE,37,Bannerghatta Road,Cafe Beverages,400,Cafes,Bannerghatta Road,345
Wafl,TRUE,FALSE,39,Bannerghatta Road,Cafe Fast Food Desserts Beverages,400,Cafes,Bannerghatta Road,381
Vaho Kafe  Pressery,FALSE,FALSE,39,Bannerghatta Road,Cafe Healthy Food Asian Italian North Indian Biryani Juices,500,,,
Dreamcatcher,TRUE,FALSE,39,Bannerghatta Road,Cafe,600,Cafes,Bannerghatta Road,371
Cafe Arabica,FALSE,FALSE,38,Bannerghatta Road,Cafe Bakery,700,Cafes,Bannerghatta Road,365
Kalmane Koffees,FALSE,FALSE,39,Bannerghatta Road,Cafe,350,Cafes,Bannerghatta Road,361
Brews N Bites,TRUE,FALSE,27,Bannerghatta Road,Chinese Fast Food Cafe Street Food Finger Food,650,Cafes,Bannerghatta Road,235
Slate Cafe,TRUE,FALSE,41,JP Nagar,Cafe Sandwich Burger,600,Cafes,Bannerghatta Road,397
Dialogues,FALSE,FALSE,4,JP Nagar,Cafe Continental,600,Cafes,Bannerghatta Road,393
Mudpipe Cafe,TRUE,TRUE,39,JP Nagar,Cafe Continental North Indian,800,Cafes,Bannerghatta Road,42
Tab  Take A Break,FALSE,FALSE,41,JP Nagar,Cafe Continental Italian,550,Cafes,Bannerghatta Road,397
Biggies Burger N More,TRUE,FALSE,41,JP Nagar,Cafe Burger Beverages,650,Cafes,Bannerghatta Road,377
Onesta,TRUE,TRUE,44,JP Nagar,Pizza Cafe Italian,600,Cafes,Bannerghatta Road,437
Cafe Potpourri,TRUE,FALSE,37,JP Nagar,Cafe Sandwich North Indian Beverages Desserts,400,Cafes,Bannerghatta Road,345
Vinaya Coffee Moments,TRUE,FALSE,37,JP Nagar,Burger Cafe Desserts Sandwich Italian,450,Cafes,Bannerghatta Road,354
Cuppa,FALSE,FALSE,34,JP Nagar,Cafe Fast Food,550,Cafes,Bannerghatta Road,285
Skytouch Le Cafe,TRUE,FALSE,37,JP Nagar,Cafe Italian Desserts,700,Cafes,Bannerghatta Road,345
Woodee Pizza,TRUE,FALSE,27,JP Nagar,Cafe Pizza Fast Food Beverages,500,Cafes,Bannerghatta Road,236
Sai Abhiruchi,TRUE,FALSE,37,BTM,Andhra North Indian Biryani,800,Delivery,Bannerghatta Road,355
Capsicum Family Restaurant,TRUE,FALSE,38,BTM,Biryani North Indian,800,Delivery,Bannerghatta Road,358
Easy Bites,TRUE,FALSE,41,JP Nagar,Fast Food Sandwich,300,Delivery,Bannerghatta Road,389
Hiyar Majhe Kolkata,TRUE,FALSE,4,BTM,Bengali North Indian,400,Delivery,Bannerghatta Road,377
Sri Lakshmi Dhaba,TRUE,FALSE,29,BTM,North Indian,250,Delivery,Bannerghatta Road,246
Xo Belgian Waffle,TRUE,FALSE,45,BTM,Desserts Beverages,400,Delivery,Bannerghatta Road,437
Swadista Aahar,TRUE,FALSE,41,BTM,South Indian North Indian Chinese Street Food,300,Delivery,Bannerghatta Road,4
AlBek,TRUE,FALSE,36,JP Nagar,Biryani North Indian Charcoal Chicken Chinese Seafood Rolls,300,Delivery,Bannerghatta Road,363
AniramS,TRUE,FALSE,41,JP Nagar,Chinese North Indian,500,Delivery,Bannerghatta Road,397
Punjabi Nawabi,TRUE,FALSE,38,Bannerghatta Road,North Indian,400,Delivery,Bannerghatta Road,377
Swad Punjab Da,TRUE,FALSE,4,BTM,North Indian,150,Delivery,Bannerghatta Road,394
Bo Desi Meals,TRUE,FALSE,41,Bannerghatta Road,North Indian Mughlai Fast Food,500,Delivery,Bannerghatta Road,412
Roti Wala,TRUE,FALSE,4,BTM,North Indian,300,Delivery,Bannerghatta Road,389
Midnight Mania,TRUE,FALSE,41,BTM,Pizza Italian Beverages,700,Delivery,Bannerghatta Road,388
KitchensJp Nagar,TRUE,FALSE,39,JP Nagar,Biryani Kerala Mughlai Street Food North Indian Chinese South Indian Andhra,400,Delivery,Bannerghatta Road,371
Krishna Kuteera,TRUE,FALSE,4,Bannerghatta Road,South Indian North Indian Chinese,400,Delivery,Bannerghatta Road,384
Apna Punjab,TRUE,FALSE,36,BTM,North Indian Chinese Fast Food,450,Delivery,Bannerghatta Road,342
Paratha Junction,TRUE,FALSE,29,BTM,North Indian Chinese,300,Delivery,Bannerghatta Road,249
Nellore Bhojanam,TRUE,FALSE,31,Bannerghatta Road,Andhra,250,Delivery,Bannerghatta Road,268
Momoz,TRUE,FALSE,4,BTM,Chinese Momos,600,Delivery,Bannerghatta Road,373
Kalingas,TRUE,FALSE,39,BTM,Oriya Fast Food,250,Delivery,Bannerghatta Road,371
Kanteen The Eatery,TRUE,FALSE,39,Bannerghatta Road,North Indian,400,Delivery,Bannerghatta Road,371
Kullad Cafe,TRUE,FALSE,39,BTM,North Indian Cafe Fast Food Beverages,200,Delivery,Bannerghatta Road,371
Donne Biriyani House,TRUE,FALSE,33,JP Nagar,Biryani Andhra,350,Delivery,Bannerghatta Road,36
Litti Twist,TRUE,FALSE,41,BTM,North Indian Bihari,300,Delivery,Bannerghatta Road,409
Freshmenu,TRUE,FALSE,33,Bannerghatta Road,Healthy Food Chinese Biryani North Indian Continental Salad American Burger,450,Delivery,Bannerghatta Road,333
Shanthi Sagar,TRUE,FALSE,36,JP Nagar,South Indian North Indian Chinese,400,Delivery,Bannerghatta Road,372
Cakebuy,TRUE,FALSE,39,Bannerghatta Road,Desserts,350,Delivery,Bannerghatta Road,371
Five Star Chicken,TRUE,FALSE,39,JP Nagar,Burger Fast Food Roast Chicken Finger Food,300,Delivery,Bannerghatta Road,355
Corner House Ice Cream,TRUE,FALSE,44,Jayanagar,Ice Cream Desserts,400,Delivery,Bannerghatta Road,444
Fattoush,TRUE,TRUE,42,Bannerghatta Road,Arabian Biryani Chinese Middle Eastern Fast Food North Indian Mughlai Seafood,1,,,
Behrouz Biryani,TRUE,FALSE,4,Bannerghatta Road,Biryani,650,Delivery,Bannerghatta Road,384
Abhiruchi Hotel,TRUE,FALSE,33,Bannerghatta Road,Andhra Biryani North Indian Chinese,550,Delivery,Bannerghatta Road,313
Hind Ka Chulah,TRUE,FALSE,38,Bannerghatta Road,North Indian Biryani,600,Delivery,Bannerghatta Road,352
Bohra Bohra Cafe,TRUE,FALSE,36,JP Nagar,Bohri,300,Delivery,Bannerghatta Road,33
Pizza Hut,TRUE,FALSE,27,JP Nagar,Pizza,750,Delivery,Bannerghatta Road,304
Subway,TRUE,FALSE,32,Bannerghatta Road,Salad Fast Food,600,Delivery,Bannerghatta Road,31
Biryani Durbar,TRUE,FALSE,37,Bannerghatta Road,Biryani North Indian,400,Delivery,Bannerghatta Road,345
Mahesh Friends Food Center,TRUE,FALSE,29,BTM,Chinese North Indian,300,Delivery,Bannerghatta Road,242
Kabab Magic,TRUE,FALSE,4,Jayanagar,North Indian Kebab Chinese Fast Food,400,Delivery,Bannerghatta Road,332
Burger King,TRUE,FALSE,38,Bannerghatta Road,Burger Fast Food Beverages,600,Delivery,Bannerghatta Road,37
DadiS Dum Biryani,TRUE,TRUE,4,Bannerghatta Road,Biryani North Indian Mughlai,800,,,
Alankrutha,TRUE,FALSE,39,BTM,Andhra Biryani North Indian Chinese,500,Delivery,Bannerghatta Road,365
Paradise,TRUE,FALSE,4,JP Nagar,Biryani North Indian Kebab,800,Delivery,Bannerghatta Road,386
Andhra Ruchulu,TRUE,TRUE,42,JP Nagar,Andhra North Indian,800,Delivery,Bannerghatta Road,382
Adithya,TRUE,FALSE,4,JP Nagar,South Indian North Indian Chinese,300,Delivery,Bannerghatta Road,382
Cheesiano Pizza,TRUE,TRUE,4,JP Nagar,Pizza Italian,700,Delivery,Bannerghatta Road,384
Kfc,TRUE,FALSE,39,JP Nagar,Burger Fast Food,400,Delivery,Bannerghatta Road,339
DandeS Hyderabad Biryani,TRUE,FALSE,38,Bannerghatta Road,Biryani Andhra North Indian,700,Delivery,Bannerghatta Road,329
Onesta,TRUE,TRUE,44,JP Nagar,Pizza Cafe Italian,600,,,
Upahara Bhavan,TRUE,FALSE,38,Bannerghatta Road,South Indian North Indian Chinese,300,Delivery,Bannerghatta Road,358
Shuddh Desi Khana,TRUE,FALSE,4,Bannerghatta Road,North Indian,400,Delivery,Bannerghatta Road,393
Sankranthi Veg Restaurant,TRUE,FALSE,3,BTM,South Indian North Indian Chinese,600,Delivery,Bannerghatta Road,255
